AddressofRecordZIPCode,SnapshotDate,PrimaryAreaOfPractice,CountOfLicensees
95018,6/1/2019,Dermatology,0
95018,6/1/2019,Gastroenterology,0
95018,6/1/2019,General Practice,1
95018,6/1/2019,Neurology,0
95018,6/1/2019,Oncology,0
95018,6/1/2019,Otolaryngology,0
95018,6/1/2019,Urology,0
95018,6/1/2019,Plastic Surgery,0
95018,6/1/2019,Nephrology,0
95018,6/1/2019,Pulmonary,0
95018,6/1/2019,Physical Medicine and Rehabilitation,0
95018,6/1/2019,Infectious Disease,0
95018,6/1/2019,Endocrinology,0
95018,6/1/2019,All Other Specialties,0
95018,6/1/2019,No Response,0
95019,6/1/2019,Internal Medicine,3
95019,6/1/2019,Family Medicine,2
95019,6/1/2019,Pediatrics,3
95019,6/1/2019,Psychiatry,0
95019,6/1/2019,Anesthesiology,0
95019,6/1/2019,Radiology,0
95019,6/1/2019,Emergency Medicine,0
95019,6/1/2019,Obstetrics and Gynecology,0
95019,6/1/2019,Cardiology,1
95019,6/1/2019,Orthopedic Surgery,1
95019,6/1/2019,Ophthalmology,5
95019,6/1/2019,Pathology,0
95019,6/1/2019,General Surgery,1
95019,6/1/2019,Dermatology,1
95019,6/1/2019,Gastroenterology,1
95019,6/1/2019,General Practice,0
95019,6/1/2019,Neurology,0
95019,6/1/2019,Oncology,0
95019,6/1/2019,Otolaryngology,0
95019,6/1/2019,Urology,0
95019,6/1/2019,Plastic Surgery,0
95019,6/1/2019,Nephrology,0
95019,6/1/2019,Pulmonary,0
95019,6/1/2019,Physical Medicine and Rehabilitation,0
95019,6/1/2019,Infectious Disease,0
95019,6/1/2019,Endocrinology,0
95019,6/1/2019,All Other Specialties,0
95019,6/1/2019,No Response,3
95020,6/1/2019,Internal Medicine,10
95020,6/1/2019,Family Medicine,20
95020,6/1/2019,Pediatrics,6
95020,6/1/2019,Psychiatry,4
95020,6/1/2019,Anesthesiology,4
95020,6/1/2019,Radiology,1
95020,6/1/2019,Emergency Medicine,2
95020,6/1/2019,Obstetrics and Gynecology,6
95020,6/1/2019,Cardiology,1
95020,6/1/2019,Orthopedic Surgery,0
95020,6/1/2019,Ophthalmology,2
95020,6/1/2019,Pathology,0
95020,6/1/2019,General Surgery,3
95020,6/1/2019,Dermatology,1
95020,6/1/2019,Gastroenterology,2
95020,6/1/2019,General Practice,4
95020,6/1/2019,Neurology,0
95020,6/1/2019,Oncology,2
95020,6/1/2019,Otolaryngology,2
95020,6/1/2019,Urology,1
95020,6/1/2019,Plastic Surgery,0
95020,6/1/2019,Nephrology,0
95020,6/1/2019,Pulmonary,1
95020,6/1/2019,Physical Medicine and Rehabilitation,2
95020,6/1/2019,Infectious Disease,0
95020,6/1/2019,Endocrinology,0
95020,6/1/2019,All Other Specialties,4
95020,6/1/2019,No Response,13
95021,6/1/2019,Internal Medicine,0
95021,6/1/2019,Family Medicine,0
95021,6/1/2019,Pediatrics,0
95021,6/1/2019,Psychiatry,0
95021,6/1/2019,Anesthesiology,0
95021,6/1/2019,Radiology,0
95021,6/1/2019,Emergency Medicine,0
95021,6/1/2019,Obstetrics and Gynecology,0
95021,6/1/2019,Cardiology,0
95021,6/1/2019,Orthopedic Surgery,0
95021,6/1/2019,Ophthalmology,0
95021,6/1/2019,Pathology,1
95021,6/1/2019,General Surgery,0
95021,6/1/2019,Dermatology,0
95021,6/1/2019,Gastroenterology,0
95021,6/1/2019,General Practice,0
95021,6/1/2019,Neurology,0
95021,6/1/2019,Oncology,0
95021,6/1/2019,Otolaryngology,0
95021,6/1/2019,Urology,0
95021,6/1/2019,Plastic Surgery,0
95021,6/1/2019,Nephrology,0
95021,6/1/2019,Pulmonary,0
95021,6/1/2019,Physical Medicine and Rehabilitation,0
95021,6/1/2019,Infectious Disease,0
95021,6/1/2019,Endocrinology,0
95021,6/1/2019,All Other Specialties,0
95021,6/1/2019,No Response,0
95023,6/1/2019,Internal Medicine,3
95023,6/1/2019,Family Medicine,4
95023,6/1/2019,Pediatrics,1
95023,6/1/2019,Psychiatry,2
95023,6/1/2019,Anesthesiology,4
95023,6/1/2019,Radiology,1
95023,6/1/2019,Emergency Medicine,3
95023,6/1/2019,Obstetrics and Gynecology,4
95023,6/1/2019,Cardiology,2
95023,6/1/2019,Orthopedic Surgery,0
95023,6/1/2019,Ophthalmology,0
95023,6/1/2019,Pathology,1
95023,6/1/2019,General Surgery,3
95023,6/1/2019,Dermatology,0
95023,6/1/2019,Gastroenterology,0
95023,6/1/2019,General Practice,0
95023,6/1/2019,Neurology,0
95023,6/1/2019,Oncology,0
95023,6/1/2019,Otolaryngology,0
95023,6/1/2019,Urology,0
95023,6/1/2019,Plastic Surgery,0
95023,6/1/2019,Nephrology,0
95023,6/1/2019,Pulmonary,0
95023,6/1/2019,Physical Medicine and Rehabilitation,0
95023,6/1/2019,Infectious Disease,0
95023,6/1/2019,Endocrinology,1
95023,6/1/2019,All Other Specialties,3
95023,6/1/2019,No Response,9
95024,6/1/2019,Internal Medicine,0
95024,6/1/2019,Family Medicine,1
95024,6/1/2019,Pediatrics,1
95024,6/1/2019,Psychiatry,0
95024,6/1/2019,Anesthesiology,0
95024,6/1/2019,Radiology,0
95024,6/1/2019,Emergency Medicine,0
95024,6/1/2019,Obstetrics and Gynecology,0
95024,6/1/2019,Cardiology,0
95024,6/1/2019,Orthopedic Surgery,0
95024,6/1/2019,Ophthalmology,0
95024,6/1/2019,Pathology,0
95024,6/1/2019,General Surgery,0
95024,6/1/2019,Dermatology,0
95024,6/1/2019,Gastroenterology,0
95024,6/1/2019,General Practice,0
95024,6/1/2019,Neurology,0
95024,6/1/2019,Oncology,0
95024,6/1/2019,Otolaryngology,0
95024,6/1/2019,Urology,0
95024,6/1/2019,Plastic Surgery,0
95024,6/1/2019,Nephrology,0
95024,6/1/2019,Pulmonary,0
95024,6/1/2019,Physical Medicine and Rehabilitation,0
95024,6/1/2019,Infectious Disease,0
95024,6/1/2019,Endocrinology,0
95024,6/1/2019,All Other Specialties,0
95024,6/1/2019,No Response,0
95030,6/1/2019,Internal Medicine,7
95030,6/1/2019,Family Medicine,2
95030,6/1/2019,Pediatrics,3
95030,6/1/2019,Psychiatry,2
95030,6/1/2019,Anesthesiology,6
95030,6/1/2019,Radiology,3
95030,6/1/2019,Emergency Medicine,3
95030,6/1/2019,Obstetrics and Gynecology,6
95030,6/1/2019,Cardiology,4
95030,6/1/2019,Orthopedic Surgery,5
95030,6/1/2019,Ophthalmology,6
95030,6/1/2019,Pathology,0
95030,6/1/2019,General Surgery,4
95030,6/1/2019,Dermatology,1
95030,6/1/2019,Gastroenterology,2
95030,6/1/2019,General Practice,1
95030,6/1/2019,Neurology,0
95030,6/1/2019,Oncology,0
95030,6/1/2019,Otolaryngology,4
95030,6/1/2019,Urology,0
95030,6/1/2019,Plastic Surgery,1
95030,6/1/2019,Nephrology,1
95030,6/1/2019,Pulmonary,2
95030,6/1/2019,Physical Medicine and Rehabilitation,1
95030,6/1/2019,Infectious Disease,0
95030,6/1/2019,Endocrinology,1
95030,6/1/2019,All Other Specialties,15
95030,6/1/2019,No Response,16
95031,6/1/2019,Internal Medicine,0
95031,6/1/2019,Family Medicine,1
95031,6/1/2019,Pediatrics,2
95031,6/1/2019,Psychiatry,1
95031,6/1/2019,Anesthesiology,2
95031,6/1/2019,Radiology,0
95031,6/1/2019,Emergency Medicine,0
95031,6/1/2019,Obstetrics and Gynecology,0
95031,6/1/2019,Cardiology,0
95031,6/1/2019,Orthopedic Surgery,1
95031,6/1/2019,Ophthalmology,0
95031,6/1/2019,Pathology,4
95031,6/1/2019,General Surgery,3
95031,6/1/2019,Dermatology,2
95031,6/1/2019,Gastroenterology,0
95031,6/1/2019,General Practice,1
95031,6/1/2019,Neurology,0
95031,6/1/2019,Oncology,0
95031,6/1/2019,Otolaryngology,1
95031,6/1/2019,Urology,0
95031,6/1/2019,Plastic Surgery,0
95031,6/1/2019,Nephrology,0
95031,6/1/2019,Pulmonary,1
95031,6/1/2019,Physical Medicine and Rehabilitation,0
95031,6/1/2019,Infectious Disease,0
95031,6/1/2019,Endocrinology,0
95031,6/1/2019,All Other Specialties,2
95031,6/1/2019,No Response,0
95032,6/1/2019,Internal Medicine,44
95032,6/1/2019,Family Medicine,28
95032,6/1/2019,Pediatrics,49
95032,6/1/2019,Psychiatry,10
95032,6/1/2019,Anesthesiology,25
95032,6/1/2019,Radiology,14
95032,6/1/2019,Emergency Medicine,8
95032,6/1/2019,Obstetrics and Gynecology,20
95032,6/1/2019,Cardiology,5
95032,6/1/2019,Orthopedic Surgery,19
95032,6/1/2019,Ophthalmology,7
95032,6/1/2019,Pathology,4
95032,6/1/2019,General Surgery,6
95032,6/1/2019,Dermatology,10
95032,6/1/2019,Gastroenterology,4
95032,6/1/2019,General Practice,6
95032,6/1/2019,Neurology,1
95032,6/1/2019,Oncology,0
95032,6/1/2019,Otolaryngology,3
95032,6/1/2019,Urology,1
95032,6/1/2019,Plastic Surgery,5
95032,6/1/2019,Nephrology,1
95032,6/1/2019,Pulmonary,1
95032,6/1/2019,Physical Medicine and Rehabilitation,12
95032,6/1/2019,Infectious Disease,2
95032,6/1/2019,Endocrinology,2
95032,6/1/2019,All Other Specialties,35
95032,6/1/2019,No Response,62
95033,6/1/2019,Internal Medicine,1
95033,6/1/2019,Family Medicine,0
95033,6/1/2019,Pediatrics,1
95033,6/1/2019,Psychiatry,1
95033,6/1/2019,Anesthesiology,1
95033,6/1/2019,Radiology,1
95033,6/1/2019,Emergency Medicine,0
95033,6/1/2019,Obstetrics and Gynecology,1
95033,6/1/2019,Cardiology,0
95033,6/1/2019,Orthopedic Surgery,1
95033,6/1/2019,Ophthalmology,0
95033,6/1/2019,Pathology,0
95033,6/1/2019,General Surgery,1
95033,6/1/2019,Dermatology,0
95033,6/1/2019,Gastroenterology,0
95033,6/1/2019,General Practice,0
95033,6/1/2019,Neurology,0
95033,6/1/2019,Oncology,1
95033,6/1/2019,Otolaryngology,0
95033,6/1/2019,Urology,0
95033,6/1/2019,Plastic Surgery,0
95033,6/1/2019,Nephrology,0
95033,6/1/2019,Pulmonary,0
95033,6/1/2019,Physical Medicine and Rehabilitation,1
95033,6/1/2019,Infectious Disease,0
95033,6/1/2019,Endocrinology,0
95033,6/1/2019,All Other Specialties,1
95033,6/1/2019,No Response,2
95035,6/1/2019,Internal Medicine,33
95035,6/1/2019,Family Medicine,9
95035,6/1/2019,Pediatrics,18
95035,6/1/2019,Psychiatry,7
95035,6/1/2019,Anesthesiology,1
95035,6/1/2019,Radiology,1
95035,6/1/2019,Emergency Medicine,3
95035,6/1/2019,Obstetrics and Gynecology,10
95035,6/1/2019,Cardiology,0
95035,6/1/2019,Orthopedic Surgery,0
95035,6/1/2019,Ophthalmology,3
95035,6/1/2019,Pathology,2
95035,6/1/2019,General Surgery,0
95035,6/1/2019,Dermatology,3
95035,6/1/2019,Gastroenterology,0
95035,6/1/2019,General Practice,1
95035,6/1/2019,Neurology,0
95035,6/1/2019,Oncology,0
95035,6/1/2019,Otolaryngology,0
95035,6/1/2019,Urology,0
95035,6/1/2019,Plastic Surgery,1
95035,6/1/2019,Nephrology,0
95035,6/1/2019,Pulmonary,1
95035,6/1/2019,Physical Medicine and Rehabilitation,0
95035,6/1/2019,Infectious Disease,0
95035,6/1/2019,Endocrinology,0
95035,6/1/2019,All Other Specialties,7
95035,6/1/2019,No Response,27
95036,6/1/2019,Internal Medicine,0
95036,6/1/2019,Family Medicine,0
95036,6/1/2019,Pediatrics,0
95036,6/1/2019,Psychiatry,1
95036,6/1/2019,Anesthesiology,0
95036,6/1/2019,Radiology,0
95036,6/1/2019,Emergency Medicine,0
95036,6/1/2019,Obstetrics and Gynecology,0
95036,6/1/2019,Cardiology,0
95036,6/1/2019,Orthopedic Surgery,0
95036,6/1/2019,Ophthalmology,0
95036,6/1/2019,Pathology,0
95036,6/1/2019,General Surgery,0
95036,6/1/2019,Dermatology,0
95036,6/1/2019,Gastroenterology,0
95036,6/1/2019,General Practice,0
95036,6/1/2019,Neurology,0
95036,6/1/2019,Oncology,0
95036,6/1/2019,Otolaryngology,0
95036,6/1/2019,Urology,0
95036,6/1/2019,Plastic Surgery,0
95036,6/1/2019,Nephrology,0
95036,6/1/2019,Pulmonary,0
95036,6/1/2019,Physical Medicine and Rehabilitation,0
95036,6/1/2019,Infectious Disease,0
95036,6/1/2019,Endocrinology,0
95036,6/1/2019,All Other Specialties,0
95036,6/1/2019,No Response,0
95037,6/1/2019,Internal Medicine,4
95037,6/1/2019,Family Medicine,1
95037,6/1/2019,Pediatrics,5
95037,6/1/2019,Psychiatry,3
95037,6/1/2019,Anesthesiology,3
95037,6/1/2019,Radiology,2
95037,6/1/2019,Emergency Medicine,1
95037,6/1/2019,Obstetrics and Gynecology,2
95037,6/1/2019,Cardiology,3
95037,6/1/2019,Orthopedic Surgery,3
95037,6/1/2019,Ophthalmology,0
95037,6/1/2019,Pathology,1
95037,6/1/2019,General Surgery,0
95037,6/1/2019,Dermatology,1
95037,6/1/2019,Gastroenterology,1
95037,6/1/2019,General Practice,0
95037,6/1/2019,Neurology,0
95037,6/1/2019,Oncology,0
95037,6/1/2019,Otolaryngology,1
95037,6/1/2019,Urology,0
95037,6/1/2019,Plastic Surgery,0
95037,6/1/2019,Nephrology,0
95037,6/1/2019,Pulmonary,0
95037,6/1/2019,Physical Medicine and Rehabilitation,1
95037,6/1/2019,Infectious Disease,0
95037,6/1/2019,Endocrinology,0
95037,6/1/2019,All Other Specialties,6
95037,6/1/2019,No Response,14
95038,6/1/2019,Internal Medicine,0
95038,6/1/2019,Family Medicine,0
95038,6/1/2019,Pediatrics,0
95038,6/1/2019,Psychiatry,0
95038,6/1/2019,Anesthesiology,1
95038,6/1/2019,Radiology,0
95038,6/1/2019,Emergency Medicine,0
95038,6/1/2019,Obstetrics and Gynecology,1
95038,6/1/2019,Cardiology,0
95038,6/1/2019,Orthopedic Surgery,0
95038,6/1/2019,Ophthalmology,0
95038,6/1/2019,Pathology,0
95038,6/1/2019,General Surgery,0
95038,6/1/2019,Dermatology,0
95038,6/1/2019,Gastroenterology,0
95038,6/1/2019,General Practice,0
95038,6/1/2019,Neurology,0
95038,6/1/2019,Oncology,1
95038,6/1/2019,Otolaryngology,0
95038,6/1/2019,Urology,0
95038,6/1/2019,Plastic Surgery,0
95038,6/1/2019,Nephrology,0
95038,6/1/2019,Pulmonary,0
95038,6/1/2019,Physical Medicine and Rehabilitation,0
95038,6/1/2019,Infectious Disease,0
95038,6/1/2019,Endocrinology,0
95038,6/1/2019,All Other Specialties,0
95038,6/1/2019,No Response,0
95039,6/1/2019,Internal Medicine,0
95039,6/1/2019,Family Medicine,0
95039,6/1/2019,Pediatrics,0
95039,6/1/2019,Psychiatry,0
95039,6/1/2019,Anesthesiology,0
95039,6/1/2019,Radiology,0
95039,6/1/2019,Emergency Medicine,0
95039,6/1/2019,Obstetrics and Gynecology,1
95039,6/1/2019,Cardiology,0
95039,6/1/2019,Orthopedic Surgery,0
95039,6/1/2019,Ophthalmology,0
95039,6/1/2019,Pathology,1
95039,6/1/2019,General Surgery,0
95039,6/1/2019,Dermatology,0
95039,6/1/2019,Gastroenterology,0
95039,6/1/2019,General Practice,0
95039,6/1/2019,Neurology,0
95039,6/1/2019,Oncology,0
95039,6/1/2019,Otolaryngology,0
95039,6/1/2019,Urology,0
95039,6/1/2019,Plastic Surgery,0
95039,6/1/2019,Nephrology,0
95039,6/1/2019,Pulmonary,0
95039,6/1/2019,Physical Medicine and Rehabilitation,0
95039,6/1/2019,Infectious Disease,0
95039,6/1/2019,Endocrinology,0
95039,6/1/2019,All Other Specialties,0
95039,6/1/2019,No Response,0
95043,6/1/2019,Internal Medicine,0
95043,6/1/2019,Family Medicine,0
95043,6/1/2019,Pediatrics,0
95043,6/1/2019,Psychiatry,0
95043,6/1/2019,Anesthesiology,0
95043,6/1/2019,Radiology,0
95043,6/1/2019,Emergency Medicine,0
95043,6/1/2019,Obstetrics and Gynecology,0
95043,6/1/2019,Cardiology,0
95043,6/1/2019,Orthopedic Surgery,0
95043,6/1/2019,Ophthalmology,0
95043,6/1/2019,Pathology,0
95043,6/1/2019,General Surgery,0
95043,6/1/2019,Dermatology,0
95043,6/1/2019,Gastroenterology,0
95043,6/1/2019,General Practice,0
95043,6/1/2019,Neurology,0
95043,6/1/2019,Oncology,0
95043,6/1/2019,Otolaryngology,0
95043,6/1/2019,Urology,0
95043,6/1/2019,Plastic Surgery,0
95043,6/1/2019,Nephrology,0
95043,6/1/2019,Pulmonary,0
95043,6/1/2019,Physical Medicine and Rehabilitation,0
95043,6/1/2019,Infectious Disease,0
95043,6/1/2019,Endocrinology,0
95043,6/1/2019,All Other Specialties,1
95043,6/1/2019,No Response,0
95044,6/1/2019,Internal Medicine,0
95044,6/1/2019,Family Medicine,0
95044,6/1/2019,Pediatrics,0
95044,6/1/2019,Psychiatry,0
95044,6/1/2019,Anesthesiology,0
95044,6/1/2019,Radiology,0
95044,6/1/2019,Emergency Medicine,0
95044,6/1/2019,Obstetrics and Gynecology,0
95044,6/1/2019,Cardiology,0
95044,6/1/2019,Orthopedic Surgery,0
95044,6/1/2019,Ophthalmology,0
95044,6/1/2019,Pathology,0
95044,6/1/2019,General Surgery,0
95044,6/1/2019,Dermatology,0
95044,6/1/2019,Gastroenterology,0
95044,6/1/2019,General Practice,0
95044,6/1/2019,Neurology,0
95044,6/1/2019,Oncology,0
95044,6/1/2019,Otolaryngology,0
95044,6/1/2019,Urology,0
95044,6/1/2019,Plastic Surgery,0
95044,6/1/2019,Nephrology,0
95044,6/1/2019,Pulmonary,0
95044,6/1/2019,Physical Medicine and Rehabilitation,1
95044,6/1/2019,Infectious Disease,0
95044,6/1/2019,Endocrinology,0
95044,6/1/2019,All Other Specialties,0
95044,6/1/2019,No Response,1
95045,6/1/2019,Internal Medicine,1
95045,6/1/2019,Family Medicine,0
95045,6/1/2019,Pediatrics,1
95045,6/1/2019,Psychiatry,0
95045,6/1/2019,Anesthesiology,0
95045,6/1/2019,Radiology,0
95045,6/1/2019,Emergency Medicine,0
95045,6/1/2019,Obstetrics and Gynecology,0
95045,6/1/2019,Cardiology,0
95045,6/1/2019,Orthopedic Surgery,0
95045,6/1/2019,Ophthalmology,0
95045,6/1/2019,Pathology,0
95045,6/1/2019,General Surgery,1
95045,6/1/2019,Dermatology,0
95045,6/1/2019,Gastroenterology,0
95045,6/1/2019,General Practice,0
95045,6/1/2019,Neurology,0
95045,6/1/2019,Oncology,0
95045,6/1/2019,Otolaryngology,0
95045,6/1/2019,Urology,0
95045,6/1/2019,Plastic Surgery,0
95045,6/1/2019,Nephrology,0
95045,6/1/2019,Pulmonary,0
95045,6/1/2019,Physical Medicine and Rehabilitation,0
95045,6/1/2019,Infectious Disease,0
95045,6/1/2019,Endocrinology,0
95045,6/1/2019,All Other Specialties,0
95045,6/1/2019,No Response,1
95046,6/1/2019,Internal Medicine,1
95046,6/1/2019,Family Medicine,1
95046,6/1/2019,Pediatrics,1
95046,6/1/2019,Psychiatry,1
95046,6/1/2019,Anesthesiology,0
95046,6/1/2019,Radiology,1
95046,6/1/2019,Emergency Medicine,0
95046,6/1/2019,Obstetrics and Gynecology,0
95046,6/1/2019,Cardiology,0
95046,6/1/2019,Orthopedic Surgery,0
95046,6/1/2019,Ophthalmology,0
95046,6/1/2019,Pathology,0
95046,6/1/2019,General Surgery,0
95046,6/1/2019,Dermatology,0
95046,6/1/2019,Gastroenterology,0
95046,6/1/2019,General Practice,0
95046,6/1/2019,Neurology,1
95046,6/1/2019,Oncology,0
95046,6/1/2019,Otolaryngology,0
95046,6/1/2019,Urology,0
95046,6/1/2019,Plastic Surgery,0
95046,6/1/2019,Nephrology,0
95046,6/1/2019,Pulmonary,0
95046,6/1/2019,Physical Medicine and Rehabilitation,0
95046,6/1/2019,Infectious Disease,0
95046,6/1/2019,Endocrinology,0
95046,6/1/2019,All Other Specialties,0
95046,6/1/2019,No Response,2
95050,6/1/2019,Internal Medicine,7
95050,6/1/2019,Family Medicine,4
95050,6/1/2019,Pediatrics,3
95050,6/1/2019,Psychiatry,2
95050,6/1/2019,Anesthesiology,2
95050,6/1/2019,Radiology,3
95050,6/1/2019,Emergency Medicine,0
95050,6/1/2019,Obstetrics and Gynecology,0
95050,6/1/2019,Cardiology,0
95050,6/1/2019,Orthopedic Surgery,0
95050,6/1/2019,Ophthalmology,0
95050,6/1/2019,Pathology,0
95050,6/1/2019,General Surgery,0
95050,6/1/2019,Dermatology,0
95050,6/1/2019,Gastroenterology,0
95050,6/1/2019,General Practice,3
95050,6/1/2019,Neurology,0
95050,6/1/2019,Oncology,0
95050,6/1/2019,Otolaryngology,2
95050,6/1/2019,Urology,0
95050,6/1/2019,Plastic Surgery,0
95050,6/1/2019,Nephrology,1
95050,6/1/2019,Pulmonary,0
95050,6/1/2019,Physical Medicine and Rehabilitation,0
95050,6/1/2019,Infectious Disease,0
95050,6/1/2019,Endocrinology,0
95050,6/1/2019,All Other Specialties,1
95050,6/1/2019,No Response,4
95051,6/1/2019,Internal Medicine,142
95051,6/1/2019,Family Medicine,22
95051,6/1/2019,Pediatrics,61
95051,6/1/2019,Psychiatry,5
95051,6/1/2019,Anesthesiology,31
95051,6/1/2019,Radiology,18
95051,6/1/2019,Emergency Medicine,46
95051,6/1/2019,Obstetrics and Gynecology,43
95051,6/1/2019,Cardiology,25
95051,6/1/2019,Orthopedic Surgery,12
95051,6/1/2019,Ophthalmology,14
95051,6/1/2019,Pathology,11
95051,6/1/2019,General Surgery,10
95051,6/1/2019,Dermatology,8
95051,6/1/2019,Gastroenterology,13
95051,6/1/2019,General Practice,2
95051,6/1/2019,Neurology,8
95051,6/1/2019,Oncology,6
95051,6/1/2019,Otolaryngology,11
95051,6/1/2019,Urology,6
95051,6/1/2019,Plastic Surgery,6
95051,6/1/2019,Nephrology,4
95051,6/1/2019,Pulmonary,3
95051,6/1/2019,Physical Medicine and Rehabilitation,2
95051,6/1/2019,Infectious Disease,3
95051,6/1/2019,Endocrinology,4
95051,6/1/2019,All Other Specialties,65
95051,6/1/2019,No Response,126
95052,6/1/2019,Internal Medicine,1
95052,6/1/2019,Family Medicine,0
95052,6/1/2019,Pediatrics,0
95052,6/1/2019,Psychiatry,1
95052,6/1/2019,Anesthesiology,0
95052,6/1/2019,Radiology,0
95052,6/1/2019,Emergency Medicine,0
95052,6/1/2019,Obstetrics and Gynecology,0
95052,6/1/2019,Cardiology,0
95052,6/1/2019,Orthopedic Surgery,0
95052,6/1/2019,Ophthalmology,0
95052,6/1/2019,Pathology,0
95052,6/1/2019,General Surgery,0
95052,6/1/2019,Dermatology,0
95052,6/1/2019,Gastroenterology,0
95052,6/1/2019,General Practice,0
95052,6/1/2019,Neurology,0
95052,6/1/2019,Oncology,0
95052,6/1/2019,Otolaryngology,0
95052,6/1/2019,Urology,0
95052,6/1/2019,Plastic Surgery,0
95052,6/1/2019,Nephrology,0
95052,6/1/2019,Pulmonary,0
95052,6/1/2019,Physical Medicine and Rehabilitation,1
95052,6/1/2019,Infectious Disease,0
95052,6/1/2019,Endocrinology,0
95052,6/1/2019,All Other Specialties,1
95052,6/1/2019,No Response,0
95054,6/1/2019,Internal Medicine,5
95054,6/1/2019,Family Medicine,4
95054,6/1/2019,Pediatrics,1
95054,6/1/2019,Psychiatry,1
95054,6/1/2019,Anesthesiology,2
95054,6/1/2019,Radiology,1
95054,6/1/2019,Emergency Medicine,1
95054,6/1/2019,Obstetrics and Gynecology,0
95054,6/1/2019,Cardiology,0
95054,6/1/2019,Orthopedic Surgery,0
95054,6/1/2019,Ophthalmology,1
95054,6/1/2019,Pathology,0
95054,6/1/2019,General Surgery,0
95054,6/1/2019,Dermatology,0
95054,6/1/2019,Gastroenterology,0
95054,6/1/2019,General Practice,1
95054,6/1/2019,Neurology,0
95054,6/1/2019,Oncology,0
95054,6/1/2019,Otolaryngology,0
95054,6/1/2019,Urology,0
95054,6/1/2019,Plastic Surgery,0
95054,6/1/2019,Nephrology,0
95054,6/1/2019,Pulmonary,0
95054,6/1/2019,Physical Medicine and Rehabilitation,0
95054,6/1/2019,Infectious Disease,0
95054,6/1/2019,Endocrinology,0
95054,6/1/2019,All Other Specialties,1
95054,6/1/2019,No Response,3
95055,6/1/2019,Internal Medicine,3
95055,6/1/2019,Family Medicine,0
95055,6/1/2019,Pediatrics,2
95055,6/1/2019,Psychiatry,0
95055,6/1/2019,Anesthesiology,0
95055,6/1/2019,Radiology,0
95055,6/1/2019,Emergency Medicine,1
95055,6/1/2019,Obstetrics and Gynecology,0
95055,6/1/2019,Cardiology,0
95055,6/1/2019,Orthopedic Surgery,0
95055,6/1/2019,Ophthalmology,0
95055,6/1/2019,Pathology,0
95055,6/1/2019,General Surgery,0
95055,6/1/2019,Dermatology,0
95055,6/1/2019,Gastroenterology,0
95055,6/1/2019,General Practice,0
95055,6/1/2019,Neurology,0
95055,6/1/2019,Oncology,1
95055,6/1/2019,Otolaryngology,0
95055,6/1/2019,Urology,0
95055,6/1/2019,Plastic Surgery,0
95055,6/1/2019,Nephrology,0
95055,6/1/2019,Pulmonary,0
95055,6/1/2019,Physical Medicine and Rehabilitation,0
95055,6/1/2019,Infectious Disease,0
95055,6/1/2019,Endocrinology,0
95055,6/1/2019,All Other Specialties,0
95055,6/1/2019,No Response,0
95056,6/1/2019,Internal Medicine,0
95056,6/1/2019,Family Medicine,0
95056,6/1/2019,Pediatrics,0
95056,6/1/2019,Psychiatry,0
95056,6/1/2019,Anesthesiology,0
95056,6/1/2019,Radiology,0
95056,6/1/2019,Emergency Medicine,1
95056,6/1/2019,Obstetrics and Gynecology,0
95056,6/1/2019,Cardiology,0
95056,6/1/2019,Orthopedic Surgery,0
95056,6/1/2019,Ophthalmology,0
95056,6/1/2019,Pathology,0
95056,6/1/2019,General Surgery,0
95056,6/1/2019,Dermatology,0
95056,6/1/2019,Gastroenterology,0
95056,6/1/2019,General Practice,0
95056,6/1/2019,Neurology,0
95056,6/1/2019,Oncology,0
95056,6/1/2019,Otolaryngology,0
95056,6/1/2019,Urology,0
95056,6/1/2019,Plastic Surgery,0
95056,6/1/2019,Nephrology,0
95056,6/1/2019,Pulmonary,0
95056,6/1/2019,Physical Medicine and Rehabilitation,0
95056,6/1/2019,Infectious Disease,0
95056,6/1/2019,Endocrinology,0
95056,6/1/2019,All Other Specialties,0
95056,6/1/2019,No Response,0
95060,6/1/2019,Internal Medicine,9
95060,6/1/2019,Family Medicine,34
95060,6/1/2019,Pediatrics,5
95060,6/1/2019,Psychiatry,20
95060,6/1/2019,Anesthesiology,3
95060,6/1/2019,Radiology,3
95060,6/1/2019,Emergency Medicine,6
95060,6/1/2019,Obstetrics and Gynecology,3
95060,6/1/2019,Cardiology,0
95060,6/1/2019,Orthopedic Surgery,1
95060,6/1/2019,Ophthalmology,2
95060,6/1/2019,Pathology,0
95060,6/1/2019,General Surgery,2
95060,6/1/2019,Dermatology,2
95060,6/1/2019,Gastroenterology,0
95060,6/1/2019,General Practice,5
95060,6/1/2019,Neurology,0
95060,6/1/2019,Oncology,0
95060,6/1/2019,Otolaryngology,3
95060,6/1/2019,Urology,0
95060,6/1/2019,Plastic Surgery,0
95060,6/1/2019,Nephrology,0
95060,6/1/2019,Pulmonary,1
95060,6/1/2019,Physical Medicine and Rehabilitation,0
95060,6/1/2019,Infectious Disease,1
95060,6/1/2019,Endocrinology,0
95060,6/1/2019,All Other Specialties,12
95060,6/1/2019,No Response,15
95061,6/1/2019,Internal Medicine,0
95061,6/1/2019,Family Medicine,1
95061,6/1/2019,Pediatrics,0
95061,6/1/2019,Psychiatry,2
95061,6/1/2019,Anesthesiology,1
95061,6/1/2019,Radiology,0
